CUID,RUID,SSN,FNAME,MINIT,LNAME,STNUM,STADD,APT,CITY,STATE,ZIP
1657,0,255401508,Kirsten,H,Cosetta,532,Fischer Lane,3z3,Carolina,RI,02812
1658,0,752426733,Tramar,K,Realtime,693,Regier Avenue,6p2,Waterford,MS,38685
1659,0,253550564,Sini,P,Hamdan,8,Neylan Road,4k1,Durham,MO,63438
1660,0,630075328,Flynn,S,Balmand,231,Ijaz Street,0l6,Ringling,MT,59642
1661,0,504637428,Dalini,,Reski,339,Jitsukata Avenue,7s7,Palmyra,NC,27859
1662,0,175123844,Fearey,,Pauperio,489,Yoshimasa Rd,2l4,Grandview,TX,76050
1663,0,532552417,Steigerwald,,Szura,669,Nitecki St,5m5,Unity,IL,62993
1664,0,452540516,Dorina,T,Danette,55,Uq St,4m4,Cruz Bay,VI,00831
1665,0,253744781,Viskovich,F,Dabbs,464,Seana Avenue,8j5,Isabela,PR,00662
1666,0,155216601,Nissie,,Klingenberg,839,Pinchas Street,4f0,Coushatta,LA,71019
1667,0,751658638,Hershberger,Z,Willemsen,,PO Box 1064,,Boca Raton,FL,33486
1668,0,667877114,Willey,Z,Sastri,,PO Box 4054,,Edinburg,PA,16116
1669,0,314413625,Waugh,S,Zimitravich,348,Adriene St,4b6,Forest,MS,39074
1670,0,420225376,Boynton,V,Humphreys,497,Carlson Road,8f5,Heislerville,NJ,08324
1671,0,180432605,Nada,D,Arvest,,PO Box 1386,,Newport,RI,02841
1672,0,764705625,Craven,J,Carolle,851,Ngim Lane,2f5,Orangeburg,SC,29115
1673,0,172128525,Neumiller,R,Ebbestad,396,Ruthie,8a0,Etna,ME,04434
1674,0,270570266,Roeten,,Streatfield,467,Tenaglia St,2f4,Golden Gate,IL,62843
1675,0,188850671,Margan,C,Steinle,,PO Box 2025,,Martin,MI,49070
1676,0,785816846,Mcarthur,Q,Manit,711,Deep Road,4y0,Wartrace,TN,37183
1677,0,540703231,Christian,H,Bouchet,241,Dursse Ave,8t2,Magee,MS,39112
1678,0,186580024,Diuble,X,Lilik,635,Sisko Avenue,3g3,Kosrae,FM,96944
1679,0,688758664,Eindor,R,Misko,392,Krey Rd,0p5,Maupin,OR,97037
1680,0,561041320,Finlayson,W,Gaspar,202,Brosnahan Lane,2h2,Plummers Landing,KY,41081
1681,0,388268625,Tanney,C,Gastonguay,322,Billingsley Ave,0b8,Thetford,VT,05074
1682,0,117423282,Wann,,Chucho,229,Schaer Rd,4p0,Thompson,MO,65285
1683,0,132403724,Pearo,K,Knorp,585,Florey Ln,7o7,Grafton,WV,26354
1684,0,231844185,Sarma,Z,Kustos,236,Woodie Rd,4m8,Kooskia,ID,83539
1685,0,762477441,Hattas,R,Piasentin,421,Febick Ln,5c1,Fedora,SD,57337
1686,0,275215883,Yenter,,Strazdins,507,Farruggia Ave,0t3,Susank,KS,67580
1687,0,681123741,Audra,E,Street,723,Truex Street,8h4,Pensacola,FL,32514
1688,0,520413833,Hang,,Blasch,961,Eliisa Avenue,4w8,Stockville,NE,69042
1689,0,118562263,Baruch,W,Hettie,586,Janeth Avenue,3g8,Cardiff,MD,21024
1690,0,157540741,Torie,V,Amidah,926,Seddon Road,7m7,Rush,CO,80833
1691,0,770313766,Problems,,Linson,406,Tres Road,4o3,Mount Zion,WV,26151
1692,0,208547817,Towill,M,Corazzini,603,Delal St,0j1,Jensen Beach,FL,34957
1693,0,326106606,Ruthellen,,Zondra,416,Kvasnica Avenue,7y0,APO New York,NY,09870
1694,0,723010633,Wambach,S,Coninck,233,Wentworth St,2d5,Colorado Springs,CO,80943
1695,0,240164325,Lesher,A,Kumy,317,Short Avenue,3k8,Garryowen,MT,59031
1696,0,622483265,Pascal,R,Citeroni,725,Villalobos Avenue,2u7,Hyattville,WY,82428
1697,0,266245235,Hanif,J,Lucco,80,Ie Ln,4m8,Frederiksted,VI,00841
1698,0,522758413,Ship,N,Gelya,183,Greenside,5x1,Silver City,NV,89428
1699,0,471888528,Eilers,S,Mejias,115,Zenkner Lane,6t3,Cardin,OK,74335
1700,0,734448834,Nunnally,,Torgesen,688,Porta Avenue,3k4,Saint Louis,MO,63157
1701,0,758055341,Klossner,P,Fromut,360,Ajib Rd,1x5,Caliente,NV,89008
1702,0,522833100,Wendall,Y,Delquignie,,PO Box 2598,,Agana,GU,96910
1703,0,704168016,Jalakas,H,Hore,953,Zaharah St,7a2,Wilmington,DE,19898
1704,0,604327565,Dusinski,T,Snorri,880,Hishiyama Street,2q1,Wendell Depot,MA,01380
1705,0,436574022,Abdelsallam,,Spreadbury,221,Chiencheng Rd,6r7,Panaca,NV,89042
1706,0,504175814,Vanderburg,R,Jacquenetta,610,Seidel Rd,1u8,Paterson,NJ,07544
1707,0,328455305,Yuka,T,Anticevich,560,Guglielma Avenue,6m6,Saint Benedict,OR,97373
1708,0,345154486,Peschier,D,Michelow,69,Noelle St,0j1,Madison,WI,53785
1709,0,508302647,Edmondson,B,Gia,,PO Box 2318,,Lakeland,LA,70752
1710,0,454248275,Chermak,D,Diumberto,867,Joglekar Street,7h0,Mc Arthur,OH,45651
1711,0,738526420,Oldham,,Riberdy,225,Cramette Pkwy,1z1,Bishops Head,MD,21611
1712,0,352758386,Marume,S,Voykin,663,Mckown Pkwy,0g7,Brooklyn,NY,11251
1713,0,448686762,Rossbach,T,Donelle,509,Worland Road,8h3,Kodiak,AK,99615
1714,0,640702446,Suyehira,G,Galuba,966,Bardin Ave,0p0,Agana,GU,96911
1715,0,541564288,Kwee,,Redmond,,PO Box 530,,Goodwine,IL,60939
1716,0,500500275,Mitcie,,Lorinda,475,Minahiko Avenue,8n0,Wilmington,DE,19898
1717,0,306077685,Elbinger,,Yank,830,Yazdi Ave,2v4,Ocean City,NJ,08226
1718,0,122838555,Wacheski,Y,Frenzel,745,Tebo Ave,6a1,Kosrae,FM,96944
1719,0,242803345,Testtools,C,Rudich,68,Ensign Avenue,3v1,North Branch,MN,55056
1720,0,680482126,Saini,A,Syal,529,Rory Lane,6h1,Science Hill,KY,42553
1721,0,255147344,Iwama,V,Upen,,PO Box 2871,,Chesterfield,MO,63005
1722,0,188573055,Tebo,,Takiat,,PO Box 404,,Harrisburg,AR,72432
1723,0,150078720,Bour,G,Codata,62,Angelis Avenue,1e5,Lenox,MA,01240
1724,0,166132613,Kettles,,Heger,942,Kozakiewicz Street,6z8,Boise,ID,83709
1725,0,446487231,Cassidy,D,Esko,569,Spray St,0a2,Rewey,WI,53580
1726,0,680031184,Bossy,Y,Kusin,748,Sobottka Road,3c3,Firebrick,KY,41137
1727,0,412015325,Osburn,W,Beeve,256,Boersma Rd,2w0,Gibson,GA,30810
1728,0,725485335,Bababunmi,B,Emmett,414,Cadenhead Ave,7h3,New Haven,CT,06540
1729,0,648710110,Popadics,N,Ventrone,3,Ettenborough Ave,3j6,Cincinnati,OH,45217
1730,0,466458371,Weberg,Q,Marzio,73,Caloggero Parkway,6r8,Earlsboro,OK,74840
1731,0,416056024,Charness,B,Elbertina,,PO Box 714,,Milan,MN,56262
1732,0,307401268,Seaward,B,Linda,56,Ludivina Avenue,3b6,Altoona,IA,50009
1733,0,633151648,Pogadl,,Dorward,970,Adena Street,2d6,San Andreas,CA,95250
1734,0,205676155,Mosca,Z,Sangman,968,Zdenko Rd,4d8,Steinauer,NE,68441
1735,0,434231111,Gammon,I,Mikie,819,Mad Road,7x7,Marietta,MN,56257
1736,0,683868420,Huck,X,Rejeanne,523,Chaka Ln,6o8,Dresden,OH,43821
1737,0,708653040,Verpoorten,K,Zeznanski,525,Muelhaupt Rd,2i6,Washington,DC,20390
1738,0,502780831,Takahiro,U,Khalid,749,Skalecki,1w7,Saint Croix Falls,WI,54024
1739,0,536632724,Kwang,E,Hom,940,Julianto Avenue,7g5,Ryegate,MT,59074
1740,0,735512670,Tomczak,E,Ishimizu,115,Wahlert Ave,5m2,Northwest,MI,48531
1741,0,114321453,Plasse,,Chiemi,686,Baclasky Road,5s0,Alda,NE,68810
1742,0,283235468,Balsamo,,Rodrigus,349,Kieunga St,0h7,Sioux Falls,SD,57104
1743,0,620458126,Loydie,I,Nedom,995,Kerner St,5s6,Harmony,RI,02829
1744,0,722568628,Danforth,R,Linna,813,Hasheem Road,0v7,Redmond,WA,98052
1745,0,344261372,Teres,C,Evert,224,Crawford Road,4g1,Bethel,ME,04217
1746,0,768548043,Kinzie,,Desostoa,410,Guoben Street,4y6,Wilmington,DE,19899
1747,0,351138266,Thometz,A,Nelleke,418,Sprader Street,5q6,Wolfeboro,NH,03816
1748,0,771232817,Mukhtar,G,Tarus,2,Thorvald Ave,1m7,Chilton,WI,53014
1749,0,327445181,Michener,S,Mccarron,44,Hoepke St,3k5,Toledo,OH,43660
1750,0,708378732,Eli,E,Geromel,463,Byhre,2d0,Agana,GU,96922
1751,0,545177228,Akemi,O,Siang,886,Souther Ave,1p8,Cressey,CA,95312
1752,0,722815060,Noraziah,D,Severdia,951,Schweigl Lane,6a7,Culebra,PR,00645
1753,0,272485445,Waldren,M,Bocciolini,214,Gisella Road,8c7,Guildhall,VT,05905
1754,0,483136252,Queppet,D,Tice,236,Gehder Avenue,7u4,Eccles,WV,25836
1755,0,200511681,Pontisso,F,Tudo,,PO Box 3806,,Byron,CA,94514
1756,0,611237034,Tessty,O,Genia,746,Sherron Rd,8j2,Louisville,MS,39339
1757,0,133885546,Nunold,T,Nomura,202,Anally Rd,5s7,Parks,NE,69041
1758,0,783024247,Guyre,S,Caunday,430,Dichmann,3u3,Boothbay Harbor,ME,04538
1759,0,742146631,Olszower,A,Gabrielle,623,Football Avenue,4p8,Lapwai,ID,83540
1760,0,525587242,Srang,Z,Pirie,654,Suriahti Rd,1d1,Terry,MT,59349
1761,0,768217657,Janssens,I,Rule,526,Vinh Avenue,1z8,Charlotte,NC,28207
1762,0,541516631,Kazumasa,P,Dyckman,879,Yukari Street,7n8,Van Buren,OH,45889
1763,0,673160354,Picht,U,Kumler,635,Hyland Ln,1f0,North Clarendon,VT,05759
1764,0,620512317,Melicent,S,Heineck,576,Keriakos Parkway,0v6,West Peru,ME,04290
1765,0,661832583,Kirkpatrick,E,Shue,,PO Box 1748,,Chiloquin,OR,97639
1766,0,374031847,Verdell,,Klena,922,Emalee Avenue,4a6,Post Mills,VT,05058
1767,0,114825258,Preciado,,Durandette,731,Kinkade Street,7s6,Clarksville,DE,19937
1768,0,343211824,Stotlemeyer,Y,Kanjorski,811,Calvillo Ave,1z3,Pleasant Hill,OR,97455
1769,0,303222460,Unxlb,W,Salach,28,Johnny Pkwy,5o1,East Mansfield,MA,02031
1770,0,734182033,Kirchner,F,Bilton,,PO Box 2772,,New Athens,OH,43981
1771,0,480501825,Gantt,,Clayborne,583,Faruk Road,5g6,Hennepin,OK,73046
1772,0,400512415,Takahiko,E,Gulu,162,Cosman Rd,4i5,Arecibo,PR,00613
1773,0,701024451,Charyl,G,Lemke,407,Scheen Road,0f4,Bon Wier,TX,75928
1774,0,406855585,Sohriakoff,T,Vesnauer,27,Allfrey Ln,4b1,Locke Mills,ME,04255
1775,0,261724544,Autoquote,N,Labo,349,Marugg St,2t8,Washington,DC,20540
1776,0,681483687,Nazi,S,Fellhofer,283,Lichti St,4w3,Accokeek,MD,20607
1777,0,564114581,Wei,M,Signa,301,Youngers Street,5z2,Buzzards Bay,MA,02532
1778,0,730536842,Amgad,K,Jongsun,776,Motashaw Ln,5y2,Lynd,MN,56157
1779,0,548575888,Will,,Isdahl,455,Mcculloch Rd,1p2,Danforth,ME,04492
1780,0,253030051,Giribes,Q,Caillouette,813,Deboor Road,0l0,Saint Germain,WI,54558
1781,0,355205828,Karsenty,V,Dalrymple,50,Mcpartlan Avenue,1o2,FPO Seattle,WA,98770
1782,0,501150724,Birgitta,W,Gresset,995,Frydach Avenue,7k5,San Juan,PR,00915
1783,0,352048418,Totman,L,Midawi,657,Krajack Road,5h8,North Bend,NE,68649
1784,0,434642165,Sunamoto,P,Coghlan,118,Novello St,3a8,Crisfield,MD,21817
1785,0,784372735,Gracie,Z,Fraanky,663,Mohandas St,0j6,Coventry,RI,02816
1786,0,612546525,Stenhjelm,M,Hagey,239,Ogborn St,6u4,Redfield,SD,57469
1787,0,223745116,Fuson,G,Despinic,321,Curmi Rd,6n2,Crowley,LA,70526
1788,0,740326106,Taiwana,O,Brueckner,518,Almena Ave,5o4,Valmy,NV,89438
1789,0,410122866,Danne,B,Mcgough,,PO Box 166,,Etna,NH,03750
1790,0,420244588,Kerttu,G,Otal,872,Kanagawa,7m1,Wilmington,DE,19886
1791,0,754623064,Poshiu,V,Gorius,,PO Box 2752,,Evergreen,VA,23939
1792,0,111862243,Aru,B,Thulan,82,Edelman,0a5,Kingman,ME,04451
1793,0,773364747,Ashima,D,Cataldo,975,Wor Street,6x7,Laurel,MS,39440
1794,0,235558524,Maveety,,Tella,365,Konstance St,8v3,Bajadero,PR,00616
1795,0,212116743,Meeks,Y,Devgon,762,Dawa St,7n7,Knoxville,TN,37933
1796,0,583335246,Gromley,Q,Morna,799,Mcglashan Avenue,0w1,Jean,NV,89026
1797,0,476206605,Soltys,,Meisinger,445,Calvarese Road,4d1,Raleigh,NC,27697
1798,0,541100774,Rikki,,Rolston,,PO Box 369,,Ann Arbor,MI,48104
1799,0,148267812,Marez,M,Julie,658,Roquillet Avenue,0s1,Chicago,IL,60677
1800,0,574367360,Adlin,I,Marcenaro,388,Goldspiel Parkway,7x8,Crystal Hill,VA,24539
1801,0,106065121,Gronberg,P,Kawazoe,530,Ianson Street,0t8,New Washington,OH,44854
1802,0,511866016,Reichow,,Byford,976,Gottreich Rd,6h2,Gunnison,CO,81247
1803,0,164802226,Ricki,W,Falcinelli,842,Yuval Street,7j7,Washington,DC,20239
1804,0,416753178,Klingensmith,,Olivares,207,Balzer Rd,7p1,Climbing Hill,IA,51015
1805,0,462230544,Ronaldo,,Hern,425,Lepore Avenue,2l2,Cleveland,TX,77328
1806,0,477034853,Krapp,Z,Lucchetti,596,Gremaud Street,5j1,Wakefield,RI,02880
1807,0,454562308,Freisinger,J,Averardo,576,Maul Pkwy,2x7,Guild,TN,37340
1808,0,533064127,Vladimiro,E,Nardiman,448,Gordon Ln,4m5,Littleton,MA,01460
1809,0,617706047,Guenna,,Shyu,847,Linnemann Road,6e5,Goudeau,LA,71338
1810,0,261881041,Stutz,T,Michalko,156,Tallett Ln,2z3,West Salem,WI,54669
1811,0,511203750,Tellez,X,Blasberg,814,Chengdong Pkwy,1e1,Las Vegas,NV,89127
1812,0,587338560,Lorfano,Z,Pryce,310,Jonny Lane,6k5,Union Grove,WI,53182
1813,0,102034001,Marengo,E,Merrett,571,Ciampini,5h5,Winchester,NH,03470
1814,0,784585680,Schoenleber,V,Lightowler,4,Bear,6d8,Miami,FL,33261
1815,0,276446676,Elery,R,Esam,,PO Box 1684,,Eugene,OR,97401
1816,0,334201440,Menyhart,F,Depelteau,579,Laudia Street,6g5,South Easton,MA,02375
1817,0,107722144,Shushi,H,Windbacher,840,Deciccio St,4s3,Nassau,DE,19969
1818,0,113758838,Bouche,N,Kheong,680,Iggy Street,6p3,Elkins,NH,03233
1819,0,600778027,Deligiannides,X,Franciskus,587,Jeske Rd,6e7,Durham,NC,27706
1820,0,280212470,Sasser,T,Scoredos,36,Gierbolini Street,6i6,Fresno,CA,93729
1821,0,588862028,Engr,B,Toomer,286,Boote Avenue,1g0,Lewiston,MI,49756
1822,0,173424032,Aoki,T,Greule,202,Olinde Pkwy,1x8,Las Vegas,NV,89120
1823,0,303133730,Disney,,Saenger,759,Pattinson Ave,3n3,Castlewood,SD,57223
1824,0,743318786,Huber,,Asai,207,Heleen Avenue,4y3,Kearney,NE,68848
1825,0,218158465,Jongwoo,V,Soenke,786,Bienheureux Street,0g5,Glyndon,MD,21071
1826,0,662220001,Ciusani,L,Villard,535,Ketchel Street,0e0,Toddville,MD,21672
1827,0,472605553,Hyacinthia,O,Desdemona,866,Redstone Ln,4r6,Portland,ME,04102
1828,0,206887864,Schoper,,Offers,381,Wegbrans Street,0q0,Ideal,GA,31041
1829,0,213714386,Anthoney,R,Engelbert,491,Caver Avenue,4b7,Pinecliffe,CO,80471
1830,0,112118218,Morty,,Lahu,979,Houde Rd,4c6,Rio Grande,PR,00721
1831,0,674250753,Santacroce,P,Guckenheimer,499,Owyang Pkwy,1u7,Christiansted,VI,00820
1832,0,747620155,Sayed,O,Dere,282,Arega Ave,3a5,Christiansted,VI,00822
1833,0,286743465,Luckett,N,Coslow,331,Teitelbaum Road,4n2,Davidsville,PA,15928
1834,0,536660448,Laurena,,Zimbelman,293,Hassenklover,1n7,Pocatello,ID,83204
1835,0,766341363,Lynell,M,Brannick,506,Alsleben Avenue,7u2,Mc Cracken,KS,67556
1836,0,516586702,Coxon,F,Hurtubise,820,Materkowski Pkwy,0b6,Asbury Park,NJ,07713
1837,0,408338168,Cossman,R,Partridge,926,Rhodri St,7i3,Fair Haven,VT,05731
1838,0,163010027,Linsenmeyer,D,Sundheim,837,Willingham Street,6j2,Ibapah,UT,84034
1839,0,714474158,Birky,,Estella,699,Ouida St,0k3,Cincinnati,OH,45200
1840,0,327822232,Sarto,Z,Costa,696,Dyrdahl Ave,0k4,Lilliwaup,WA,98555
1841,0,680385076,Dannemeyer,X,Randles,97,Judge Road,6h8,Gulf,NC,27256
1842,0,163742631,Alvis,T,Glidewell,,PO Box 1691,,Tallahassee,FL,32301
1843,0,554720467,Shapin,,Ozaku,243,Denneulin Ave,8e2,Smoketown,PA,17576
1844,0,446156146,Magenheimer,H,Suzann,190,Marliese Ln,5d1,Meadville,MO,64659
1845,0,258447380,Govind,Y,Schlosser,147,Maurizio Avenue,5v0,De Young,PA,16728
1846,0,223454467,Sampsoncobb,,Pantoja,430,Gulvin Avenue,1k2,Hagaman,NY,12086
1847,0,556388034,Belmira,D,Coluccia,,PO Box 2909,,Newburyport,MA,01951
1848,0,155473567,Beals,L,Manoharmurthi,258,Giarritta Avenue,0o8,Columbus,OH,43268
1849,0,614516223,Elu,,Limerick,257,Myrtie St,8a3,Hampstead,NH,03841
1850,0,161778333,Laurene,Q,Shukla,66,Lark Avenue,5y6,Anchorage,AK,99516
1851,0,712028583,Sarpola,,Marjan,737,Gile,1t0,Scranton,KS,66537
1852,0,602215374,Ferdinando,S,Ojennes,646,Hansen Road,4e7,Statham,GA,30666
1853,0,744377075,Tienie,M,Revkah,279,Puran Street,2u7,Saint Louis,MO,63160
1854,0,448150202,Stabnow,P,Joris,649,Kahlil Lane,5m8,Smilax,KY,41764
1855,0,665700404,Neckermann,R,Prorok,911,Nadolny Ave,1f3,Muscotah,KS,66058
1856,0,467330116,Marzell,,Salhany,27,Tischler Rd,2w4,Packwood,IA,52580
1857,0,350560575,Steipp,I,Meskill,919,Stetak Road,4h7,Harrisburg,PA,17127
1858,0,665150664,Aniello,T,Deok,262,Allianora Road,8b2,Sugar Grove,WV,26815
1859,0,334102577,Sherrer,M,Lospichl,867,Hanfei Ln,6p8,Southport,NC,28461
1860,0,570200538,Liesbeth,T,Bushre,231,Hally,3g0,Moreland,GA,30259
1861,0,103463775,Rivero,,Przybyla,243,Ailey Street,3d1,Hamburg,IL,62045
1862,0,775171540,Kolek,S,Alimorong,907,Beagley Avenue,0s4,Highwood,MT,59450
1863,0,438641570,Lorona,,Chiara,,PO Box 3334,,Endicott,WA,99125
1864,0,242055555,Grillmeyer,A,Boony,858,Dario Pkwy,6s2,Charlotte,NC,28295
1865,0,361814350,Brueckner,P,Vahid,,PO Box 4219,,Bayamon,PR,00619
1866,0,587084577,Tansy,,Lisch,102,Dziamba Rd,5p2,Tacoma,WA,98430
1867,0,143836712,Tomasine,J,Toshie,460,Burella Ave,1i8,Ashaway,RI,02804
1868,0,262737830,Kedron,P,Rurik,237,Dannel Ave,1j0,Plymouth,UT,84330
1869,0,324837314,Khairun,,Saffar,898,Wittmeier Road,6h8,Mingo,IA,50127
1870,0,283271117,Moratto,Z,Hoeiby,132,Chapman Rd,1z6,Georgetown,CT,06829
1871,0,760057025,Vincents,R,Maheu,874,Burrowes,3r6,Grosse Pointe,MI,48230
1872,0,262255703,Stiver,M,Squizzato,663,Ingebrigtsen Avenue,7z6,Johnston,RI,02919
1873,0,685171218,Biancarosa,A,Jaliserrahman,141,Sonnenberg Pkwy,2d1,San Antonio,TX,78229
1874,0,228136655,Gravatte,Z,Lleras,977,Holmby Avenue,3v1,Selma,VA,24474
1875,0,677133055,Chiemi,,Rouquette,192,Fazzio Ave,5t3,Keno,OR,97627
1876,0,114740415,Nuha,Y,Setsuo,514,Ashien St,2j0,Iron Mountain,WY,82062
1877,0,461142131,Fusco,L,Polcaro,264,Hannis Street,1x8,Washington,DC,20594
1878,0,234780107,Nabisah,,Uebelhoer,175,Lobasso Ave,7e6,Providence,RI,02909
1879,0,405604534,Paramithiotti,D,Mennis,302,Liszkiewicz St,1o4,Avon,CO,81620
1880,0,132331272,Grainger,,Batky,952,Lowell Rd,3b1,Paulina,LA,70763
1881,0,771805545,Culbreth,T,Bacchiochi,762,Dalibey Road,8d4,Eden,WI,53019
1882,0,333040887,Shertzer,,Salvidor,925,Averell Ave,8u8,Washington,DC,20301
1883,0,618310367,Devgon,,Banky,105,Wesolowski Ave,0t0,Orlando,FL,32898
1884,0,336350565,Dewart,,Hyte,477,Rickel Ave,7u2,Westmoreland City,PA,15692
1885,0,301022141,Jebian,,Yassin,581,Kalaijian,4y8,Hyannis Port,MA,02647
1886,0,672435514,Pulling,H,Xiaoming,827,Grimaud St,7y5,Leavenworth,KS,66027
1887,0,472188636,Lares,G,John,790,Vallier Ave,7j5,Kosrae,FM,96944
1888,0,271684061,Associates,A,Brust,182,Legrand Ave,2n8,Coopersville,MI,49404
1889,0,320667446,Hoavan,H,Susi,141,Gerhards Street,5r3,Howell,NJ,07731
1890,0,268555317,Kallas,,Toma,22,Urie Ave,0w5,Shiloh,TN,38376
1891,0,734844664,Wedel,J,Poggi,779,Norstar Rd,0j1,Passaic,NJ,07055
1892,0,371658172,Jimison,R,Zolmer,941,Steffal Lane,3c3,Mize,MS,39116
1893,0,282653201,Kesseli,X,Derrick,355,Ladislav Street,6f3,Clarksville,FL,32430
1894,0,615818388,Robst,,Holloway,381,Bridgman Avenue,7o2,Richton Park,IL,60471
1895,0,375068075,Woodhead,U,Fulvia,998,Gnopo Ln,6z8,Chattanooga,TN,37421
1896,0,743355243,Suykens,B,Westendorf,255,Hix Street,8j0,Oklahoma City,OK,73149
1897,0,457060342,Rocha,,Pezet,940,Guochun,3z4,Chatfield,MN,55923
1898,0,721767361,Bronwen,B,Gyurcsak,631,Gawargy St,0k1,Wareham,MA,02571
1899,0,160457610,Reynald,A,Assistance,737,Sornson,6f5,Olympia,WA,98505
1900,0,160017310,Isabelle,T,Conklin,415,Purcell Street,8w2,Colorado Springs,CO,80962
1901,0,652580404,Jannel,Q,Mohajeri,176,Umberto Ln,4p0,Tacoma,WA,98408
1902,0,443582045,Saraswathi,Z,Sallyann,543,Maitilde,1f3,Goodlettsville,TN,37072
1903,0,273418585,Tann,,Celeste,66,Tuyen Road,7o3,Dover,DE,19901
1904,0,687614383,Melvina,,Salama,608,Boehmler,3f8,Ashley,OH,43003
1905,0,501176131,Parmentier,,Bickford,74,Rikus St,0s1,Keene,NH,03431
1906,0,641815431,Ulivi,F,Volta,537,Manzar Street,2r4,Aguadilla,PR,00604
1907,0,746313866,Chico,H,Hukam,581,Bodine St,2e2,Waubay,SD,57273
1908,0,447010034,Fike,C,Knaut,393,Dunt Lane,8m5,Buckley,IL,60918
1909,0,748016361,Sukati,H,Eddy,643,Jerbic,8w3,Troy,ID,83871
1910,0,781071802,Transki,I,Rancell,,PO Box 2055,,Weyauwega,WI,54983
1911,0,624247515,Piete,R,Jerrie,,PO Box 749,,Spartanburg,SC,29305
1912,0,660385328,Drolette,V,Kalerasi,452,Tienbuen Rd,6a4,Perry Point,MD,21902
1913,0,746664682,Hara,D,Crissie,303,Kelland Pkwy,1k7,Duluth,MN,55805
1914,0,542474208,Gevondyan,N,Siddell,,PO Box 4147,,Olney,MT,59927
1915,0,550322401,Mordechay,M,Mcfeely,,PO Box 1625,,Miller,NE,68858
1916,0,623187515,Brossman,,Everardo,222,Lyndsey St,1v4,Seekonk,MA,02771
1917,0,577238001,Somsuri,S,Tappenden,50,Rummans Rd,2j1,Anchorage,AK,99515
1918,0,604457103,Vidal,W,Alister,397,Homssi Ave,4c6,Nampa,ID,83651
1919,0,355351450,Dekom,T,Tancrell,647,Fretz Lane,5a8,Brigham City,UT,84324
1920,0,744325738,Marinow,M,Gayelord,973,Bast Ave,4o2,Redan,GA,30074
1921,0,724712126,Becki,V,Vuckovich,409,Pledge Avenue,4x8,Ogden,UT,84408
1922,0,420710742,Pentico,N,Cerdan,76,Fitness Pkwy,7j7,Nashua,IA,50658
1923,0,560755765,Gayer,N,Ebara,770,Angelakos St,0l5,Little Mountain,SC,29075
1924,0,617443808,Ignac,N,Frasch,,PO Box 1401,,Wilmington,NC,28406
1925,0,531461401,Mongtseng,E,Motasim,537,Miche Rd,8u3,Montchanin,DE,19710
1926,0,657225366,Lavarnway,A,Ste,577,Ai Ave,0u3,Nikolski,AK,99638
1927,0,324546870,Rada,H,Naredo,285,Indindoli Road,7y6,Metairie,LA,70002
1928,0,785331312,Sarima,G,Feltham,311,Steede Ave,1i3,Leslie,AR,72645
1929,0,321221140,Hagiwara,R,Houska,388,Tester Rd,0a8,Sutton,VT,05867
1930,0,324240321,Madonia,F,Gamelin,685,Moizer Road,1c1,Breckenridge,CO,80424
1931,0,375024404,Macgillivray,S,Narrima,558,Gewell Parkway,1x8,Williamsburg,VA,23186
1932,0,406261226,Kortendick,,Gobeli,84,Doret Rd,4m8,Caribou,ME,04736
1933,0,516740374,Deschuyffeleer,H,Bustnay,,PO Box 3850,,Sewell,NJ,08080
1934,0,468340528,Bionaz,Q,Malam,788,Doeg Avenue,1i4,Charlotte Amalie,VI,00803
1935,0,511478366,Deven,M,Vedant,598,Bonfield Rd,2i7,Idleyld Park,OR,97447
1936,0,427870770,Tonder,B,Leonidas,714,Niemila Ln,0f3,Franklin,NH,03235
1937,0,652860360,Buffy,B,Zabalza,344,Sanda St,4e6,Singers Glen,VA,22850
1938,0,610638473,Klinzing,Y,Horch,744,Cullison,8h4,Helena,AR,72342
1939,0,584651435,Pell,R,Sigmon,875,Scheidt,1j4,Ubly,MI,48475
1940,0,755045616,Brederode,A,Nasruddin,59,Ventura Pkwy,0e0,Bronx,NY,10474
1941,0,578127677,Fillieux,B,Haubold,581,Kolos Pkwy,5z8,Abingdon,MD,21009
1942,0,741345751,Klonowski,S,Raudres,13,Rice Road,1z7,Elkhart,KS,67950
1943,0,446614618,Poshard,W,Warri,894,Schwarzmueller St,4r4,San Jose,CA,95116
1944,0,638700114,Estrella,Z,Coron,401,Whittle Rd,7p6,Arlington,VA,22215
1945,0,337602074,Munger,O,Stefanie,362,Boudreaux Avenue,0o0,Clear Lake,IA,50428
1946,0,543078173,Wecksung,M,Sprogis,252,Martinelli Road,4s2,Charlotte Amalie,VI,00804
1947,0,773147170,Supe,L,Haeussler,730,Glueck Street,5j5,Laconia,NH,03246
1948,0,671635021,Sakowski,B,Flaig,,PO Box 3496,,Stillwater,OK,74076
1949,0,362713102,Miloch,E,Smillie,404,Jobes Parkway,5y4,Rock Falls,IL,61071
1950,0,734108553,Hadidi,W,Veron,991,Mottner,0g2,Hudson,ME,04449
1951,0,285632863,Maryjane,,Huggenberger,594,Caires Avenue,1r5,Gilmanton Iron Works,NH,03837
1952,0,525440115,Liebenstein,,Triggiani,619,Habens,8p8,Westville,FL,32464
1953,0,152556584,Gillis,,Buechner,168,Reimann Ln,3f7,Missoula,MT,59801
