FName,LName,AreaCode,Phone,City,State,Zip,MaritalStatus,HasChild,Salary,Rate,SingleExemp,ChildExemp
Rushikesh,Niemeier, 251,150-1546,NATURAL BRIDGE,AL,35577,M,Y,84000,5.0,0,300
Tatuo,Dahn, 815,102-1024,CAROL STREAM,IL,60197,S,Y,81500,3.0,2000,2000
Dunren,Trenkov, 907,121-1992,JUNEAU,AK,99801,M,Y,47500,0.0,0,0
Huifen,Haumacher, 307,198-1422,ROCK SPRINGS,WY,82901,M,Y,46000,0.0,0,0
Luong,Varnai, 307,139-1153,BYRON,WY,82412,S,N,98500,0.0,0,0
Matts,Oxenboll, 919,183-1473,SOUTH MILLS,NC,27976,M,Y,65500,7.106643,0,3300
Gyusang,Sigelmann, 870,180-1368,HOT SPRINGS NATIONAL PARK,AR,71903,M,Y,40500,7.0,0,20
Jai,Bodagala, 931,169-1710,LUTTRELL,TN,37779,M,Y,42000,0.0,0,0
Ragnuthan,Walrand, 408,184-2001,GREENWOOD,CA,95635,S,N,55500,9.3,87,0
Stephanie,Iwaihara, 401,113-1200,LINCOLN,RI,02865,M,Y,7000,0.0,0,0
Thore,Grayson, 307,156-1789,RAWLINS,WY,82301,M,Y,92000,0.0,0,0
Arnaldo,Freundschuh, 907,143-1271,ANCHORAGE,AK,99502,M,N,38000,0.0,0,0
Michi,Pejhan, 623,183-1800,DATELAND,AZ,85333,S,N,21500,3.04825,2100,0
Zhouhui,Attimonelli, 603,116-1366,GILSUM,NH,03448,M,Y,25500,0.0,0,0
Valdiodio,Paleologo, 440,159-1018,DAYTON,OH,45401,M,N,83500,3.3177977,0,0
Rosella,Soinard, 509,178-1174,RANDLE,WA,98377,S,Y,89000,0.0,0,0
Raghava,Stamp, 320,174-1291,GARFIELD,MN,56332,S,Y,21000,5.3761473,3300,3300
Huayan,Habib, 805,128-1765,SELMA,CA,93662,S,Y,53000,9.3,87,272
Shumin,Skrikant, 870,164-2045,COVE,AR,71937,S,Y,61000,7.0,20,20
Madhav,Middelburg, 240,164-1405,BETHESDA,MD,20813,S,Y,12500,4.75,2400,2400
Jaeheon,Delcoigne, 310,152-1883,ARMONA,CA,93202,S,N,95000,9.3,87,0
Anatholy,Getta, 616,139-1864,BRIGHTON,MI,48114,S,Y,68000,3.9,3100,3100
Mokhtar,Piela, 928,150-1538,OVERGAARD,AZ,85933,M,Y,99000,4.2495,0,2300
Balkrishna,Chuah, 701,162-1364,KULM,ND,58456,S,Y,4500,2.1,3300,3300
Deren,Bellatreche, 210,170-1794,HOUSTON,TX,77054,M,N,38000,0.0,0,0
Lambertus,Rimmer, 580,101-1545,WEBBERS FALLS,OK,74470,M,Y,96500,6.25,0,1000
Sigurd,Remedios, 907,101-1404,ANCHOR POINT,AK,99556,S,Y,88500,0.0,0,0
Friedrich,Josten, 612,103-1145,MINNEAPOLIS,MN,55480,M,N,1000,5.35,0,0
Youngkon,Emmart, 301,125-1615,ADAMSTOWN,MD,21710,S,N,33000,4.75,2400,0
Yanjie,Welten, 765,190-1109,MUNCIE,IN,47304,S,Y,28000,3.4,1000,1000
Thula,Peterka, 541,187-1573,COLTON,OR,97017,M,N,61500,9.0,0,0
Micheline,Krumm, 740,188-1112,COLLEGE CORNER,OH,45003,M,Y,33500,1.6580539,0,1300
Olumide,Tano, 509,139-2090,BURLINGTON,WA,98233,M,Y,42500,0.0,0,0
Hamidah,Wogulis, 623,130-1846,TOPAWA,AZ,85639,M,N,45000,3.4125,0,0
Merrick,Collinot, 505,110-1075,LA PLATA,NM,87418,M,N,62000,5.3,0,0
Wubin,Itzigehl, 551,122-1545,LAWNSIDE,NJ,08045,S,N,91000,2.5197291,1000,0
Efthimis,Velardi, 913,117-1678,SHAWNEE MISSION,KS,66279,M,N,71000,6.45,0,0
Tefko,Brotz, 801,199-1212,MOUNTAIN HOME,UT,84051,S,Y,66000,7.0,2475,2475
Shoshana,Ternovskaia, 775,184-2032,SILVER SPRINGS,NV,89429,M,Y,6000,0.0,0,0
Yashodara,Granvilliers, 571,189-1386,MATHEWS,VA,23109,S,Y,26000,5.75,900,900
Subarna,Beckhoff, 504,154-1490,BONITA,LA,71223,M,Y,46500,6.0,0,1000
Wang,Bartscht, 320,105-1600,GLENWOOD,MN,56334,M,Y,23000,5.4828706,0,3300
Hormozdyar,Picht, 701,195-1408,LITCHVILLE,ND,58461,S,Y,62000,2.4744296,3300,3300
Hilmar,Kinariwala, 410,179-1853,EASTON,MD,21601,M,N,7000,4.75,0,0
Hirotoshi,Glodjo, 203,132-1992,BOTSFORD,CT,06404,M,N,77500,5.0,0,0
Oswin,Hanabata, 713,173-1648,BLUM,TX,76627,S,N,98500,0.0,0,0
Pratul,Nassef, 574,159-1336,KNIGHTSTOWN,IN,46148,M,Y,1500,3.4,0,1000
Daan,Dittert, 702,131-1021,MESQUITE,NV,89034,M,N,9500,0.0,0,0
Niranjan,Winter, 339,155-1108,QUINCY,MA,02171,S,Y,37000,5.3,3575,1000
Annegret,Stepanek, 702,111-1721,MESQUITE,NV,89034,M,N,37000,0.0,0,0
Gitta,Debelack, 312,140-1277,VENICE,IL,62090,M,Y,49500,3.0,0,2000
Zhenzhou,Rosenquist, 304,105-1910,CALVIN,WV,26660,M,Y,76000,6.5,0,2000
Cindy,Kogan, 402,130-2081,BRADSHAW,NE,68319,M,Y,6000,3.199336,0,103
Betti,Roison, 803,165-1207,CLOVER,SC,29710,S,N,50000,7.0,3300,0
Reuven,Geidmanis, 406,164-1084,WISDOM,MT,59761,S,Y,86000,6.9,1900,1900
Ikuyo,Scattergood, 702,160-2024,RENO,NV,89505,S,Y,47500,0.0,0,0
Andries,Tulley, 939,125-1592,PONCE,PR,00734,S,N,60500,0.0,0,0
Emilia,Zettsu, 317,136-1742,FOWLER,IN,47944,M,N,18000,3.4,0,0
Esteban,Fujisaki, 316,177-1154,BURDEN,KS,67019,S,Y,43000,6.45,2250,2250
Hatem,Farah, 307,175-1200,JACKSON,WY,83001,M,Y,42500,0.0,0,0
Huo,Ekenberg, 704,155-1207,GRANTSBORO,NC,28529,S,Y,31000,6.3828673,3300,3300
Steen,Rothstein, 404,141-1389,WARNER ROBINS,GA,31088,S,Y,33500,6.0,2700,3000
Analia,Paraboschi, 810,187-1568,RICHVILLE,MI,48758,S,Y,81500,3.9,3100,3100
Gultekin,Cheiner, 337,112-1411,NEW ORLEANS,LA,70151,S,N,56000,6.0,4500,0
Chunho,Duparc, 435,166-1807,SALT LAKE CITY,UT,84101,S,Y,45000,7.0,2475,2475
Nadia,Oerlemans, 641,103-1271,JAMAICA,IA,50128,M,Y,76000,8.98,0,40
Sigmund,Baowen, 801,140-1398,MORGAN,UT,84050,M,N,23000,7.0,0,0
Hoa,Hoede, 802,192-1530,WEST GLOVER,VT,05875,S,Y,49000,3.9800034,3300,3300
Ahvin,Hoare, 505,151-1481,AMISTAD,NM,88410,S,Y,34000,5.3,3300,3300
Stathis,Risi, 785,137-1039,ATWOOD,KS,67730,M,Y,31500,6.45,0,2250
Alston,Brush, 501,129-2097,SPRINGDALE,AR,72765,M,N,63500,7.0,0,0
Xiping,Nayani, 402,175-1190,BELLEVUE,NE,68005,M,N,58000,6.84,0,0
Gregor,Aluja, 253,197-2073,PORT LUDLOW,WA,98365,M,Y,25500,0.0,0,0
Gaisi,Watson, 952,114-1293,RUSSELL,MN,56169,M,Y,23000,5.4828706,0,3300
Wenci,Zurfluh, 443,120-1651,BIG POOL,MD,21711,M,N,23500,4.75,0,0
Ceriel,Bougaut, 530,120-2086,WEST POINT,CA,95255,M,Y,88000,9.3,0,272
Adrain,Arroyo, 307,171-1834,ROCK SPRINGS,WY,82901,S,Y,75000,0.0,0,0
Jiying,Tuckey, 218,161-1924,ROGERS,MN,55374,S,Y,32500,5.9898076,3300,3300
Nassrin,Scallan, 606,181-1634,HARDYVILLE,KY,42746,M,N,26000,3.2777777,0,0
Yaniv,Chengzheng, 971,192-1117,DORENA,OR,97434,S,Y,28000,9.0,159,159
Elzbieta,Bracha, 830,102-1093,RICHMOND,TX,77469,M,N,74000,0.0,0,0
Sibyl,Gordesch, 307,190-1225,OPAL,WY,83124,M,Y,48000,0.0,0,0
Papa,Aberle, 662,177-1868,PASS CHRISTIAN,MS,39571,M,N,43000,5.0,0,0
Fredeic,Verbitsky, 620,135-2047,CENTERVILLE,KS,66014,S,Y,6000,3.5,2250,2250
Samira,Brykczynski, 240,110-1553,PERRYVILLE,MD,21903,S,Y,90000,4.75,2400,2400
Eiju,Vanneste, 320,126-2017,IRON,MN,55751,M,N,76000,7.85,0,0
Ned,Evens, 352,183-1230,PORT ORANGE,FL,32128,S,N,32500,0.0,0,0
Herb,Ciarlo, 573,143-1658,EDGERTON,MO,64444,S,N,1500,1.78125,2100,0
Dagmar,Beretta, 302,133-1452,WILMINGTON,DE,19807,M,Y,52500,5.4386363,0,110
Pradip,Scheidler, 985,171-1042,LAKE CHARLES,LA,70601,S,N,92500,6.0,4500,0
Takeaki,Spenke, 270,125-1924,GARFIELD,KY,40140,M,Y,56000,4.9444447,0,20
Anuchit,Xianchang, 802,136-1459,EAST CORINTH,VT,05040,S,Y,37000,3.7412577,3300,3300
Cao,Casperson, 210,155-1744,EL PASO,TX,88528,S,Y,54500,0.0,0,0
Kunitoshi,Courboulet, 401,173-1218,ALBION,RI,02802,M,Y,97500,0.0,0,0
Toramatsu,Koshimizu, 603,104-1735,NORTH WOODSTOCK,NH,03262,S,N,25500,0.0,0,0
Yasubumi,Matzke, 401,157-1787,SLOCUM,RI,02877,S,N,60500,0.0,0,0
Gui,Gouy, 706,135-1975,TRION,GA,30753,M,Y,76000,6.0,0,3000
Bartek,Goldweic, 985,171-1837,NEW LLANO,LA,71461,S,N,28000,6.0,4500,0
Toshimitsu,Cromarty, 802,176-1427,WARDSBORO,VT,05355,M,Y,57000,4.139167,0,3300
Sebastiaan,Boege, 843,197-1397,WINDSOR,SC,29856,M,Y,98500,7.0,0,3300
Kazushige,Coates, 907,172-1954,ANCHORAGE,AK,99524,S,Y,66500,0.0,0,0
Aos,Hacid, 308,129-2088,OMAHA,NE,68132,M,Y,46000,6.84,0,103
Dzung,Ahanger, 202,124-1439,WASHINGTON,DC,20059,M,Y,27500,8.4375,0,1370
Gultekin,Berwick, 208,157-1982,SAINT MARIES,ID,83861,S,N,55500,7.8,3300,0
Nevenka,Postmus, 302,188-1491,CLAYMONT,DE,19703,S,N,99500,5.95,110,0
Sebastiaan,Protasov, 801,117-1569,SALT LAKE CITY,UT,84145,M,Y,32500,7.0,0,2475
Nandyala,Bomitali, 435,158-1228,LYMAN,UT,84749,S,N,26000,7.0,2475,0
Orin,Pilouk, 405,176-1138,ARCADIA,OK,73007,M,N,10000,6.25,0,0
Constance,Staab, 971,152-2066,DAMASCUS,OR,97089,M,Y,96000,9.0,0,159
Rami,Noerr, 808,125-1361,M C B H KANEOHE BAY,HI,96863,S,N,34000,7.1684213,1040,0
Jieming,Yandle, 320,167-1946,MINNEAPOLIS,MN,55437,S,N,43000,6.5501065,3300,0
Miu,Mourlas, 605,137-1745,BUFFALO GAP,SD,57722,M,N,8500,0.0,0,0
Rein,Beecroft, 770,133-1494,GRAYSVILLE,GA,30726,S,Y,7500,6.0,2700,3000
Berlinda,Duris, 202,107-1372,WASHINGTON,DC,20242,M,Y,14500,5.5125,0,1370
Naveen,Plus, 956,112-1450,MONTGOMERY,TX,77316,M,N,58500,0.0,0,0
Chinying,Abuhamdeh, 207,175-1985,WESLEY,ME,04686,S,Y,46500,8.5,2850,2850
Tuomas,Karn, 203,143-1643,STAMFORD,CT,06921,S,N,74500,5.0,12750,0
Chutimet,Welten, 202,149-1618,PARCEL RETURN SERVICE,DC,56901,S,Y,56500,9.0,1370,1370
Rabinder,Shyamasundar, 770,123-1442,MITCHELL,GA,30820,M,Y,12500,6.0,0,3000
Radharamanan,Rahimi, 605,191-2066,HAMILL,SD,57534,S,Y,8500,0.0,0,0
Jiazhen,Boy, 603,121-1493,EAST WAKEFIELD,NH,03830,S,N,62500,0.0,0,0
Josiane,Visetti, 606,120-1953,ROCKPORT,KY,42369,M,N,35000,3.7777777,0,0
Chabane,Raney, 307,154-1618,CHEYENNE,WY,82003,S,N,50000,0.0,0,0
Sajee,Verhaegh, 580,114-1614,LUCIEN,OK,73757,M,Y,27000,6.25,0,1000
Panagiotis,Middleditch, 651,195-2062,BROWNSVILLE,MN,55919,M,Y,6500,5.35,0,3300
Junbo,Niinomi, 501,100-1610,DODDRIDGE,AR,71834,S,N,69000,7.0,20,0
Minghui,Purna, 802,131-1133,EDEN MILLS,VT,05653,M,N,95500,4.9051423,0,0
Naci,Ibel, 360,151-1360,YAKIMA,WA,98903,S,Y,23500,0.0,0,0
Seong,Tishby, 605,137-2005,IROQUOIS,SD,57353,M,Y,62500,0.0,0,0
Tokinori,Lubonski, 208,145-1679,PRINCETON,ID,83857,M,Y,9500,3.9677582,0,3300
Paraskevi,Backes, 251,176-1325,ALICEVILLE,AL,35442,S,N,55500,5.0,1500,0
Haj,Kirtane, 601,114-1511,SIDON,MS,38954,M,Y,40000,5.0,0,1500
Jayanth,Andraka, 614,175-1331,HAMILTON,OH,45026,M,Y,65500,2.7202897,0,1300
Selmer,Zagha, 937,172-2022,DAYTON,OH,45402,M,Y,79500,3.185018,0,1300
Samiha,Choukair, 309,198-1577,STRASBURG,IL,62465,S,Y,5000,3.0,2000,2000
Elod,Bustami, 770,195-1105,SAUTEE NACOOCHEE,GA,30571,S,N,10500,6.0,2700,0
Yuzheng,Shiran, 603,131-1105,STRAFFORD,NH,03884,S,Y,38500,0.0,0,0
Manuk,Whang, 641,127-1417,PRAIRIEBURG,IA,52219,M,N,12000,2.0166295,0,0
Bal,Fontet, 615,174-1284,NEW JOHNSONVILLE,TN,37134,M,Y,57000,0.0,0,0
Bhagirath,Okasaki, 409,147-1065,INGLESIDE,TX,78362,S,Y,58500,0.0,0,0
Lisandro,Szmurlo, 567,111-1474,NEW RUMLEY,OH,43984,M,N,52500,2.2887564,0,0
CPT,Mitrou, 406,109-1552,BIRNEY,MT,59012,S,N,54000,6.9,1900,0
Eirik,Butzer, 701,115-1787,KARLSRUHE,ND,58744,S,Y,35500,2.167235,3300,3300
Haluk,Gartshore, 616,164-1884,BRITTON,MI,49229,S,N,55500,3.9,3100,0
Rinie,Melski, 321,114-1397,MIAMI,FL,33231,M,Y,84500,0.0,0,0
Bryant,Radhakrishnan, 228,135-1282,MENDENHALL,MS,39114,S,N,63000,5.0,6000,0
Shaoyu,Dulin, 434,149-1486,RICHMOND,VA,23279,M,Y,9500,3.7410712,0,900
Mansur,Harmelen, 802,132-1863,WATERVILLE,VT,05492,M,Y,62000,4.238644,0,3300
Lusiana,Baaz, 405,111-1763,CLARITA,OK,74535,S,Y,9000,5.611111,1000,1000
Sleiman,Staylopatis, 641,168-1093,CANTRIL,IA,52542,M,N,57500,8.98,0,0
Jacek,Monneau, 228,118-1875,GRENADA,MS,38901,S,N,89500,5.0,6000,0
Deepa,Din, 831,139-1690,YREKA,CA,96097,M,N,87000,9.3,0,0
Olivia,Lampen, 304,150-1731,CHARLESTON,WV,25305,S,N,30000,4.4,2000,0
Rosemary,Gomi, 563,166-1713,LIBERTY CENTER,IA,50145,S,N,98000,8.98,40,0
Pratap,Farines, 202,181-1254,WASHINGTON,DC,20420,M,N,60000,9.0,0,0
Rachida,Borstler, 701,127-2044,SELFRIDGE,ND,58568,M,N,53500,2.3758955,0,0
Maarten,Abdellatif, 561,110-1346,MARGATE,FL,33093,M,Y,51500,0.0,0,0
Mayford,Cliff, 567,148-1075,NASHVILLE,OH,44661,S,N,80500,3.218213,1300,0
Riqiang,Gooday, 816,144-1301,BRIXEY,MO,65618,M,N,75000,6.0,0,0
Kotagiri,Christmansson, 870,196-1537,BENTONVILLE,AR,72716,M,N,500,1.0,0,0
Jeane,Bracha, 603,162-2064,LACONIA,NH,03247,M,Y,91500,0.0,0,0
Lance,Trevillyan, 574,153-1024,WINONA LAKE,IN,46590,M,Y,83000,3.4,0,1000
Gilford,Rotger, 231,198-1275,MARCELLUS,MI,49067,S,Y,39000,3.9,3100,3100
Toomas,Houtsma, 702,186-2067,CRESCENT VALLEY,NV,89821,M,N,44500,0.0,0,0
Martial,Swenker, 808,147-1935,HONOLULU,HI,96826,M,N,93500,8.25,0,0
Bertrand,Apperley, 928,119-1556,ARIZONA CITY,AZ,85123,M,Y,86500,4.05575,0,2300
Houari,Hebert, 479,186-1620,GURDON,AR,71743,S,Y,83000,7.0,20,20
Chandana,Muchnick, 773,186-1654,COLLINSVILLE,IL,62234,M,Y,19500,3.0,0,2000
Raid,Diciunas, 205,146-1952,TRINITY,AL,35673,M,Y,94000,5.0,0,300
Kenshin,Graehl, 559,184-1123,PENRYN,CA,95663,S,Y,57500,9.3,87,272
Oded,Sigelmann, 202,188-1714,WASHINGTON,DC,20410,S,N,18000,6.3,1370,0
Giandomenico,Altman, 808,101-1534,HONOLULU,HI,96814,M,Y,92000,8.25,0,1040
Viiveke,Habermehl, 402,190-2031,LIBERTY,NE,68381,S,N,8000,3.5545228,103,0
Mehmet,Smotherman, 808,143-1101,HAUULA,HI,96717,M,N,72500,8.25,0,0
Joergen,Kinnen, 202,186-1091,WASHINGTON,DC,20067,S,N,62000,9.0,1370,0
Venkateswarlu,Corazza, 520,198-1475,PHOENIX,AZ,85040,S,N,26500,3.1257498,2100,0
Inhye,Tchernykh, 865,120-1479,FRANKLIN,TN,37068,M,Y,9500,0.0,0,0
Rajan,Diekema, 585,114-1977,CORTLANDT MANOR,NY,10567,S,N,35000,4.1564026,0,0
Hoi,Scholten, 402,101-1628,RISING CITY,NE,68658,S,N,59000,6.84,103,0
Debbie,Haunold, 208,104-2070,MINIDOKA,ID,83343,M,N,97500,7.8,0,0
Zhanqiu,Marchukov, 573,197-1462,SAINT ANN,MO,63074,M,N,95500,6.0,0,0
Shalab,Piela, 716,188-1062,NEW YORK,NY,10072,M,Y,73500,4.3794208,0,1000
Reimer,Orlowska, 610,182-1759,MONONGAHELA,PA,15063,M,Y,65500,3.07,0,0
Hansjorg,Mangaser, 512,166-1617,ORANGEFIELD,TX,77639,M,Y,37000,0.0,0,0
Manikya,Bakhtiari, 202,170-1662,WASHINGTON,DC,20230,S,Y,16000,5.85,1370,1370
Knud,Cappo, 939,130-1202,GUAYNABO,PR,00966,S,Y,71000,0.0,0,0
Zhicheng,Tuecke, 720,140-1421,WRAY,CO,80758,S,N,5500,4.63,0,0
Keiki,Gragg, 787,192-1842,COMERIO,PR,00782,S,Y,35500,0.0,0,0
Hamideh,Binkley, 763,121-1053,BROWNTON,MN,55312,M,Y,500,5.35,0,3300
Eibe,Estrin, 505,165-1977,SILVER CITY,NM,88061,M,N,27500,5.3,0,0
Hanmao,Zallocco, 351,171-1266,LEVERETT,MA,01054,S,Y,10500,5.3,3575,1000
Lynne,Carey, 904,111-1073,MIAMI,FL,33159,S,Y,61500,0.0,0,0
Swee,Trachtman, 402,103-1781,SPRINGFIELD,NE,68059,M,Y,29000,6.84,0,103
Tomasz,Jacquin, 551,128-1732,NEW BRUNSWICK,NJ,08933,S,Y,61500,2.0544896,1000,1500
Narayan,Konstam, 207,138-1629,ISLESFORD,ME,04646,M,N,83000,8.5,0,0
Sarangan,Hauschild, 360,108-1832,SEATTLE,WA,98175,M,Y,29500,0.0,0,0
Koujuch,Moshiri, 623,141-1518,TOLLESON,AZ,85353,S,N,26000,3.1179998,2100,0
Bilel,Guizani, 208,167-1496,GLENNS FERRY,ID,83623,S,N,51500,7.8,3300,0
Harriet,Bellosta, 307,171-1553,MOORCROFT,WY,82721,S,Y,33000,0.0,0,0
Fabienne,Treese, 580,126-1659,CANUTE,OK,73626,M,N,93500,6.25,0,0
Melinda,Villalba, 715,134-2009,ROBERTS,WI,54023,S,N,62500,5.53235,700,0
Shimeng,Pozo, 631,164-1972,ISLANDIA,NY,11760,S,N,97500,4.518445,0,0
Cara,Buzzard, 208,184-1187,BUHL,ID,83316,M,N,82500,7.8,0,0
Chandrasekhar,Jossman, 608,192-1501,GREENWOOD,WI,54437,M,N,25500,4.8894696,0,0
Yam,Erev, 769,110-1828,DIBERVILLE,MS,39540,M,N,9500,4.8,0,0
Ashwini,Miliades, 401,150-1092,LINCOLN,RI,02865,S,N,89000,0.0,0,0
Sibabrata,Hercksen, 253,136-1991,MANCHESTER,WA,98353,M,Y,19000,0.0,0,0
Keld,Smetana, 507,173-1153,MINNEAPOLIS,MN,55406,M,Y,99500,7.85,0,3300
Jie,Kark, 303,165-1511,FLORENCE,CO,81290,S,Y,69500,4.63,0,0
Nacer,Etzion, 208,133-1456,SWANLAKE,ID,83281,S,Y,91000,7.8,3300,3300
Dipanwita,Shankland, 803,164-1496,SUMMERVILLE,SC,29484,S,Y,1500,2.5,3300,3300
Gudmund,Dubernard, 267,112-1546,LEWIS RUN,PA,16738,M,N,67000,3.07,0,0
Aram,Clasen, 678,170-1919,LENOX,GA,31637,S,Y,41000,6.0,2700,3000
Xiulin,Franaszczuk, 972,164-1023,EL PASO,TX,88550,S,Y,94000,0.0,0,0
Katsuji,Botman, 314,149-1186,KANSAS CITY,MO,64147,S,N,48500,6.0,2100,0
Carlo,Krotopoulou, 678,129-1299,ALTO,GA,30596,M,N,50000,6.0,0,0
Yelena,Stevens, 641,153-1218,MASON CITY,IA,50401,M,N,3500,0.70441717,0,0
Shaleah,Houtekamer, 802,116-1351,DERBY,VT,05829,M,N,70500,4.407756,0,0
Michelle,Castella, 973,125-1024,HAWORTH,NJ,07641,S,Y,62000,2.062375,1000,1500
Meike,Sugianto, 401,142-1726,RUMFORD,RI,02916,S,N,71000,0.0,0,0
Huaiqing,Dachille, 774,123-1751,ANDOVER,MA,05544,M,Y,27000,5.3,0,1000
Donko,Detmer, 616,132-1815,CARO,MI,48723,M,N,59000,3.9,0,0
Susuma,Karstu, 260,189-1398,TRAFALGAR,IN,46181,S,Y,64000,3.4,1000,1000
Alejandro,Witkowski, 479,140-1678,BENTON,AR,72018,S,N,66500,7.0,20,0
Xianjing,Raju, 830,127-1587,CLEVELAND,TX,77327,M,N,17000,0.0,0,0
Taketoshi,Swift, 913,102-1673,GARDEN PLAIN,KS,67050,S,N,6000,3.5,2250,0
LeAnn,Christiansen, 856,113-1132,SEA ISLE CITY,NJ,08243,M,Y,72500,2.2279687,0,1500
Doru,Martucci, 785,133-1211,EMPORIA,KS,66801,M,N,76000,6.45,0,0
Chungmin,Loganantharaj, 501,112-1512,CLARKRIDGE,AR,72623,M,N,39500,7.0,0,0
Imari,Fujisawa, 740,122-1151,DAYTON,OH,45441,M,Y,21500,1.2597154,0,1300
Hajo,Rummel, 859,122-1910,RUSH,KY,41168,M,Y,46000,4.388889,0,20
Irwin,Blus, 414,121-1976,COMSTOCK,WI,54826,M,Y,37000,5.089284,0,400
Dattatraya,Ishibashi, 715,147-1406,MILWAUKEE,WI,53224,S,Y,75500,5.758227,700,400
Brig,Nogi, 501,170-1489,DELIGHT,AR,71940,S,Y,22500,5.565794,20,20
Selmer,Mawatari, 704,172-1361,HENDERSONVILLE,NC,28791,M,Y,89500,7.61014,0,3300
Amane,Watanabe, 609,102-1076,AVON BY THE SEA,NJ,07717,M,Y,76500,2.291052,0,1500
Nauman,Getfert, 612,185-1607,MONTICELLO,MN,55581,M,N,11500,5.35,0,0
Glenn,Glinert, 769,187-1555,PUCKETT,MS,39151,S,N,11500,5.0,6000,0
Saddek,Burgard, 205,152-1295,PINE APPLE,AL,36768,S,N,21000,5.0,1500,0
Toshiharu,Arblaster, 504,104-1948,SHREVEPORT,LA,71161,S,Y,16500,3.28,4500,1000
Ria,Rosenblitt, 260,184-1964,PARAGON,IN,46166,M,Y,55000,3.4,0,1000
Sven,Sherertz, 931,101-1484,CUMBERLAND GAP,TN,37724,M,N,89500,0.0,0,0
Tanveer,Gosh, 775,139-1582,ELY,NV,89315,M,N,45500,0.0,0,0
Evan,Pfeifer, 509,104-1915,LOPEZ ISLAND,WA,98261,M,Y,80000,0.0,0,0
Allen,Schiper, 308,106-1409,ULYSSES,NE,68669,S,N,52500,6.84,103,0
Marzena,Frijda, 251,163-1124,GILBERTOWN,AL,36908,S,N,20500,5.0,1500,0
Turgut,Bartschi, 787,162-1454,BAYAMON,PR,00958,S,N,25500,0.0,0,0
Mihnea,Zapico, 401,160-1983,PAWTUCKET,RI,02860,M,Y,8500,0.0,0,0
Christelle,Prade, 708,161-1860,TRIUMPH,IL,61371,M,Y,73500,3.0,0,2000
Xingong,Ersoy, 505,151-1099,RESERVE,NM,87830,M,N,57000,5.3,0,0
Rom,Jaklic, 608,150-1973,MONTFORT,WI,53569,S,N,87500,5.9667287,700,0
Chihei,Cosette, 605,116-2055,BOWDLE,SD,57428,S,Y,98500,0.0,0,0
Salvador,Masaki, 302,113-1579,TOWNSEND,DE,19734,M,N,3500,2.2,0,0
Len,Kroener, 910,102-1068,ANSONVILLE,NC,28007,M,N,32500,6.4143357,0,0
Stepehn,Timkovsky, 301,112-1305,FAIRPLAY,MD,21733,M,Y,68000,4.75,0,2400
Katharine,Feurzeig, 606,152-1490,BEAVER DAM,KY,42320,M,Y,68000,5.611111,0,20
Halime,Fergany, 505,135-2027,ANTON CHICO,NM,87711,M,Y,23000,5.3,0,3300
Aleks,Remedios, 203,198-1656,NORWICH,CT,06360,M,N,47500,5.0,0,0
Joaquim,Kantorowitz, 303,112-1378,CRAWFORD,CO,81415,M,Y,41500,4.63,0,0
Ido,Ravat, 801,128-1297,FAYETTE,UT,84630,S,N,49500,7.0,2475,0
Girome,Barr, 414,140-1722,MILWAUKEE,WI,53207,M,N,34000,5.0371585,0,0
Andy,Orlandi, 661,110-1122,MORGAN HILL,CA,95038,M,N,41500,9.3,0,0
Xiao,Rusinkiewicz, 479,114-1734,IMBODEN,AR,72434,S,Y,98500,7.0,20,20
Mikhail,Kogan, 203,138-1463,HARTFORD,CT,06199,M,Y,85000,5.0,0,0
Lex,Kraetzl, 351,130-1396,WEST WARREN,MA,01092,S,N,50500,5.3,3575,0
Suneeta,Monarch, 313,192-1865,ALLENTON,MI,48002,M,Y,44000,3.9,0,3100
Koh,Almaini, 202,140-1258,WASHINGTON,DC,20539,M,N,20000,6.75,0,0
Susie,Balcom, 478,138-1898,MCDONOUGH,GA,30252,M,N,25500,6.0,0,0
Junxin,Stouraitis, 802,176-1907,CHARLOTTE,VT,05445,S,Y,20000,3.6,3300,3300
Chengwen,Alsio, 651,192-1598,MINNEAPOLIS,MN,55447,M,Y,6000,5.35,0,3300
Torbjorn,Redey, 507,181-2033,SAUK RAPIDS,MN,56379,M,Y,45000,6.6568303,0,3300
Sonja,Bozzano, 615,136-1323,BLOOMINGTON SPRINGS,TN,38545,S,Y,52500,0.0,0,0
Zohra,Parodi, 702,124-1152,LAS VEGAS,NV,89116,M,Y,97000,0.0,0,0
Xuding,Cau, 253,129-2028,PORT ANGELES,WA,98363,M,Y,55500,0.0,0,0
Jagoda,Cicchetti, 701,188-2053,DEVILS LAKE,ND,58301,M,N,28000,2.1,0,0
Leiming,Henson, 203,101-1054,EAST HAMPTON,CT,06424,M,N,36500,5.0,0,0
Octavio,Cooperstock, 251,179-1570,MONTEVALLO,AL,35115,S,Y,10000,5.0,1500,300
Wlodek,Kehl, 808,125-1055,HILO,HI,96721,M,N,90500,8.25,0,0
Doowon,Annaratone, 620,170-2024,ESKRIDGE,KS,66423,M,N,58000,6.45,0,0
Bett,Siochi, 302,190-1308,NEW CASTLE,DE,19721,S,Y,5000,2.2,110,110
Masakatu,Remmers, 256,140-1792,MONTGOMERY,AL,36103,M,Y,58000,5.0,0,300
Yaakov,Felciano, 303,112-1426,ARLINGTON,CO,81021,S,Y,9000,4.63,0,0
